"time","heatCapacitor.T","pipe.T","der(pipe.T)","pump.V_flow","dtCoolant","dtSource","dtToPipe","der(heatCapacitor.T)","convection.Gc","prescribedHeatFlow.Q_flow"
"0.0","293.15","293.15","0.0","4.618023448364045","0.0","0.0","0.0","136.69746900985274","0.2179976276390938","13.669746900985274"
"0.001","293.2865487256836","293.15014603415415","0.29061074008950527","4.618023448364045","0.0001460341541701382","0.13654872568361043","0.1364026915294403","136.4001143782827","0.2179976276390938","13.669746900985274"
"0.002","293.42280098386976","293.15057267252314","0.5670051090964989","4.618023448364045","0.0005726725231625096","0.2728009838697858","0.2722283113466233","136.1040177493551","0.2179976276390938","13.669746900985274"
"0.003","293.5587586757769","293.1512590253171","0.8301974862752104","4.618023448364045","0.0012590253170969845","0.40875867577693725","0.40749965045984027","135.80912943921268","0.2179976276390938","13.669746900985274"
"0.004","293.6944219356581","293.1522036275134","1.0802590130947465","4.618023448364045","0.0022036275134382777","0.5444219356581357","0.5422183081446974","135.51544596147247","0.2179976276390938","13.669746900985274"
"0.005","293.829795028687","293.1533626519429","1.3193184786723577","4.618023448364045","0.0033626519429503787","0.6797950286870105","0.6764323767440601","135.22286247596796","0.2179976276390938","13.669746900985274"
"0.006","293.9648771705387","293.15474416268324","1.5469841927051675","4.618023448364045","0.004744162683266495","0.8148771705387503","0.8101330078554838","134.93139827200656","0.2179976276390938","13.669746900985274"
"0.007","294.09966806236196","293.156351232391","1.7631069093795304","4.618023448364045","0.006351232391011763","0.9496680623619795","0.9433168299709678","134.64106069939572","0.2179976276390938","13.669746900985274"
"0.008","294.2341677041567","293.1581838610661","1.9676866287022676","4.618023448364045","0.008183861066129339","1.0841677041566982","1.0759838430905688","134.35184975813533","0.2179976276390938","13.669746900985274"
"0.009","294.3683819702947","293.1601854635733","2.16347262572981","4.618023448364045","0.010185463573350262","1.218381970294729","1.2081965067213787","134.0636292879817","0.2179976276390938","13.669746900985274"
"0.01","294.50230905131946","293.1623734695792","2.3496180535403255","4.618023448364045","0.012373469579245011","1.3523090513194802","1.3399355817402352","133.77644122976693","0.2179976276390938","13.669746900985274"
"0.011","294.63594784308043","293.16475851486115","2.5256061566778953","4.618023448364045","0.01475851486117108","1.485947843080453","1.4711893282192818","133.49031117625518","0.2179976276390938","13.669746900985274"
"0.012","294.76929834557757","293.16734059941905","2.691436935147067","4.618023448364045","0.017340599419071623","1.6192983455775902","1.6019577461585186","133.20523912744648","0.2179976276390938","13.669746900985274"
"0.013","294.9023672637408","293.17005917712424","2.850053029078481","4.618023448364045","0.02005917712426708","1.7523672637408367","1.7323080866165697","132.92107847762844","0.2179976276390938","13.669746900985274"
"0.014","295.0351539412498","293.17292017460954","3.0011663944924294","4.618023448364045","0.022920174609566857","1.8851539412498255","1.8622337666402586","132.63784357748284","0.2179976276390938","13.669746900985274"
"0.015","295.167656240424","293.17594289532525","3.1438388523793037","4.618023448364045","0.025942895325272275","2.017656240424003","1.9917133450987308","132.35558116816625","0.2179976276390938","13.669746900985274"
"0.016","295.29987416126335","293.17912733927136","3.27807040273683","4.618023448364045","0.029127339271383335","2.1498741612633694","2.120746821991986","132.07429124967874","0.2179976276390938","13.669746900985274"
