"time","heatCapacitor.T","pipe.T","der(pipe.T)","pump.V_flow","dtCoolant","dtSource","dtToPipe","der(heatCapacitor.T)","convection.Gc","prescribedHeatFlow.Q_flow"
"0.0","293.15","293.15","0.0","4.167396282533754","0.0","0.0","0.0","261.85426738516315","1.2644847209629262","26.185426738516316"
"0.001","293.4102151965755","293.1516120677561","3.2028158001116935","4.167396282533754","0.0016120677561275443","0.2602151965755297","0.2586031288194022","258.58427033330975","1.2644847209629262","26.185426738516316"
"0.002","293.6672162235269","293.15628142810544","6.198920420831655","4.167396282533754","0.006281428105467057","0.5172162235269298","0.5109347954214627","255.39357496297558","1.2644847209629262","26.185426738516316"
"0.003","293.92107087573163","293.16383295118436","8.998683963814074","4.167396282533754","0.013832951184383546","0.7710708757316524","0.7572379245472689","252.27910952792615","1.2644847209629262","26.185426738516316"
"0.004","294.1718485722212","293.1740893948567","11.612611804036987","4.167396282533754","0.02408939485673045","1.021848572221245","0.9977591773645145","249.23775503538346","1.2644847209629262","26.185426738516316"
"0.005","294.41961973539213","293.1868731645931","14.051241145441509","4.167396282533754","0.03687316459314616","1.2696197353921548","1.2327465707990086","246.26637534921528","1.2644847209629262","26.185426738516316"
"0.006","294.6644440829146","293.20203662164016","16.323346670249066","4.167396282533754","0.052036621640183967","1.514444082914622","1.462407461274438","243.36234847912607","1.2644847209629262","26.185426738516316"
"0.007","294.90638668201416","293.2194195566486","18.43845352479093","4.167396282533754","0.06941955664859734","1.7563866820141811","1.6869671253655838","240.52282583724784","1.2644847209629262","26.185426738516316"
"0.008","295.1455121706031","293.2388656564104","20.405869793044076","4.167396282533754","0.08886565641040534","1.9955121706031491","1.9066465141927438","237.74501353042368","1.2644847209629262","26.185426738516316"
"0.009","295.38188567759397","293.26021656549943","22.235020698465178","4.167396282533754","0.11021656549945646","2.2318856775939935","2.121669112094537","235.02608563333794","1.2644847209629262","26.185426738516316"
"0.01","295.6155587522834","293.28336140173286","23.932581062263125","4.167396282533754","0.13336140173288413","2.465558752283414","2.33219735055053","232.36398822474953","1.2644847209629262","26.185426738516316"
"0.011","295.84658718499907","293.3081748583699","25.50606285765525","4.167396282533754","0.15817485836993228","2.696587184999089","2.5384123266291567","229.75643135989793","1.2644847209629262","26.185426738516316"
"0.012","296.07503046057553","293.3345182317993","26.963752476394802","4.167396282533754","0.18451823179930216","2.925030460575556","2.740512228776254","227.2009089761669","1.2644847209629262","26.185426738516316"
"0.013","296.300946299158","293.36225921745296","28.313566407603048","4.167396282533754","0.21225921745298137","3.150946299158022","2.938687081705041","224.6950182400916","1.2644847209629262","26.185426738516316"
"0.014","296.5243739808558","293.3913182877584","29.56032118535859","4.167396282533754","0.24131828775841768","3.3743739808558075","3.13305569309739","222.23725684668756","1.2644847209629262","26.185426738516316"
"0.015","296.7453638974735","293.4215841124986","30.710701331242944","4.167396282533754","0.27158411249860137","3.5953638974735327","3.3237797849749313","219.82557984570073","1.2644847209629262","26.185426738516316"
"0.016","296.9639744782147","293.45292235772035","31.77274253409223","4.167396282533754","0.30292235772037657","3.813974478214732","3.511052120494355","217.45754977646718","1.2644847209629262","26.185426738516316"
"0.017","297.1802507349932","293.485239917309","32.75207137603729","4.167396282533754","0.3352399173090248","4.030250734993217","3.6950108176841923","215.13142015761923","1.2644847209629262","26.185426738516316"
"0.018","297.39420124340916","293.5185611772869","33.64747167451469","4.167396282533754","0.36856117728694926","4.244201243409179","3.87564006612223","212.8473909095301","1.2644847209629262","26.185426738516316"
"0.019","297.6058906362659","293.55272976223495","34.4682548281321","4.167396282533754","0.40272976223496926","4.455890636265906","4.053160874030937","210.60266741699456","1.2644847209629262","26.185426738516316"
"0.02","297.81536350146365","293.5876539333085","35.21996778894845","4.167396282533754","0.43765393330852476","4.665363501463673","4.227709568155149","208.3955258491536","1.2644847209629262","26.185426738516316"
"0.021","298.0226436768639","293.62330857043116","35.90427647573733","4.167396282533754","0.4733085704311861","4.872643676863902","4.399335106432716","206.22534714036337","1.2644847209629262","26.185426738516316"
"0.022","298.22776791651614","293.65962708562546","36.52526261754247","4.167396282533754","0.5096270856254819","5.077767916516166","4.568140830890684","204.0908245464816","1.2644847209629262","26.185426738516316"
"0.023","298.4307810461823","293.6965169763836","37.088517655417945","4.167396282533754","0.5465169763836002","5.280781046182312","4.734264069798712","201.99022157252082","1.2644847209629262","26.185426738516316"
"0.024","298.63171754685453","293.7339185959085","37.59771753928135","4.167396282533754","0.5839185959085285","5.481717546854554","4.897798950946026","199.92234798696816","1.2644847209629262","26.185426738516316"
"0.025","298.83059269027615","293.7718324976772","38.05302531377947","4.167396282533754","0.6218324976772465","5.680592690276171","5.058760192598925","197.88701767959503","1.2644847209629262","26.185426738516316"
"0.026","299.0274513709357","293.81016639981516","38.46002130447914","4.167396282533754","0.6601663998151821","5.877451370935717","5.2172849711205345","195.88249607624897","1.2644847209629262","26.185426738516316"
"0.027","299.2223278891808","293.8488612216513","38.82234842577873","4.167396282533754","0.6988612216513275","6.072327889180826","5.373466667529499","193.9076023882169","1.2644847209629262","26.185426738516316"
"0.028","299.41524142282657","293.8879041463926","39.14094537116853","4.167396282533754","0.7379041463926228","6.265241422826591","5.527337276433968","191.9619320485673","1.2644847209629262","26.185426738516316"
"0.029","299.6062213729035","293.92725108169145","39.41857895603789","4.167396282533754","0.7772510816914746","6.456221372903542","5.678970291212067","190.04455574476276","1.2644847209629262","26.185426738516316"
"0.03","299.795301988529","293.96684310360394","39.658882933761106","4.167396282533754","0.8168431036039578","6.645301988529013","5.828458884925055","188.15429531767967","1.2644847209629262","26.185426738516316"
"0.031","299.9825115638883","294.00663933315093","39.86443557748544","4.167396282533754","0.8566393331509516","6.832511563888318","5.975872230737366","186.29027608322278","1.2644847209629262","26.185426738516316"
"0.032","300.1678690999597","294.04662657779994","40.03619375435164","4.167396282533754","0.8966265777999638","7.017869099959739","6.1212425221597755","184.45209095936713","1.2644847209629262","26.185426738516316"
"0.033","300.3514044921513","294.08675918818824","40.17701510628285","4.167396282533754","0.9367591881882618","7.201404492151312","6.26464530396305","182.6387846940289","1.2644847209629262","26.185426738516316"
"0.034","300.5331428494039","294.1270057748594","40.28892216992517","4.167396282533754","0.9770057748594354","7.383142849403896","6.406137074544461","180.84964287360705","1.2644847209629262","26.185426738516316"
"0.035","300.7131061311567","294.1673433206103","40.373442886113935","4.167396282533754","1.0173433206103368","7.563106131156701","6.545762810546364","179.08409677533095","1.2644847209629262","26.185426738516316"
"0.036","300.8913165673992","294.2077484420987","40.43212850499458","4.167396282533754","1.0577484420987275","7.741316567399224","6.683568125300496","177.34156962559013","1.2644847209629262","26.185426738516316"
"0.037","301.0677961067946","294.2481987999119","40.466470014371225","4.167396282533754","1.098198799911927","7.91779610679464","6.819597306882713","175.62150140843207","1.2644847209629262","26.185426738516316"
"0.038","301.24256632393985","294.28867275554626","40.47791559950156","4.167396282533754","1.1386727555462812","8.092566323939877","6.953893568393596","173.9233457008025","1.2644847209629262","26.185426738516316"
"0.039","301.41565200232776","294.32913858808445","40.46850168634364","4.167396282533754","1.17913858808447","8.265652002327784","7.0865134142433135","172.24638801306824","1.2644847209629262","26.185426738516316"
"0.04","301.5870719565317","294.36958278768736","40.43920002068489","4.167396282533754","1.2195827876873864","8.437071956531724","7.217489168844338","170.5902196079724","1.2644847209629262","26.185426738516316"
"0.041","301.7568462419047","294.40998782943603","40.391216132152294","4.167396282533754","1.2599878294360565","8.606846241904748","7.346858412468691","168.95436528871716","1.2644847209629262","26.185426738516316"
"0.042","301.92499489681086","294.45033516678296","40.32581082917886","4.167396282533754","1.300335166782986","8.774994896810881","7.474659730027895","167.33833715499173","1.2644847209629262","26.185426738516316"
"0.043","302.0915370491315","294.4906093019392","40.24406780236404","4.167396282533754","1.340609301939196","8.941537049131512","7.600927747192316","165.7416973704848","1.2644847209629262","26.185426738516316"
"0.044","302.2564911208305","294.53079685396017","40.14694683160542","4.167396282533754","1.3807968539601916","9.106491120830526","7.725694266870335","164.16404379227902","1.2644847209629262","26.185426738516316"
"0.045","302.4198757971677","294.57088323214185","40.035476738842135","4.167396282533754","1.4208832321418754","9.269875797167742","7.848992565025867","162.604955650895","1.2644847209629262","26.185426738516316"
"0.046","302.5817116145789","294.6108479903856","39.91102781191785","4.167396282533754","1.4608479903856164","9.431711614578944","7.970863624193328","161.06391472844678","1.2644847209629262","26.185426738516316"
"0.047","302.7420156041545","294.6506810818617","39.774361138199765","4.167396282533754","1.5006810818617282","9.59201560415454","8.091334522292811","159.54057862877198","1.2644847209629262","26.185426738516316"
"0.048","302.9008055503844","294.6903699356101","39.626384439436606","4.167396282533754","1.5403699356101015","9.750805550384428","8.210435614774326","158.03456351184332","1.2644847209629262","26.185426738516316"
"0.049","303.0580988875854","294.7299028053917","39.46795621163119","4.167396282533754","1.5799028053917255","9.908098887585425","8.3281960821937","156.5455003939908","1.2644847209629262","26.185426738516316"
"0.05","303.21391269990147","294.7692687696895","39.299885724983596","4.167396282533754","1.6192687696895405","10.063912699901493","8.444643930211953","155.07303514790985","1.2644847209629262","26.185426738516316"
"0.051","303.3682637213036","294.80845773170756","39.12293302393664","4.167396282533754","1.6584577317075855","10.218263721303629","8.559805989596043","153.61682850265177","1.2644847209629262","26.185426738516316"
