"time","heatCapacitor.T","der(heatCapacitor.T)","convection.Gc","convection.dT","pipe.T","der(pipe.T)","pipe.dT","pipe.Q_flow","prescribedHeatFlow.Q_flow","pump.V_flow","openTank.T_port","heatCapacitor1.T","der(heatCapacitor1.T)","convection1.Gc","convection1.dT","pipe1.T","der(pipe1.T)","pipe1.dT","pipe1.Q_flow","prescribedHeatFlow1.Q_flow"
"0.0","293.15","390.5391132497327","7.235288708671867","0.0","293.15","0.0","0.0","0.0","39.05391132497327","0.5077707587097524","293.15","293.15","390.5391132497327","7.235288708671867","0.0","293.15","0.0","0.0","0.0","39.05391132497327"
"0.001","293.52718818779095","364.21212073395776","7.235288708671867","0.3638692742726448","293.1633189135183","26.247532240108455","0.015648848285024997","2.6326992515774936","39.05391132497327","0.5077707587097524","293.1476700652333","293.52718818779095","364.21212073395776","7.235288708671867","0.3638692742726448","293.1633189135183","26.247532240108455","0.015648848285024997","2.6326992515774936","39.05391132497327"
"0.002","293.8800044621998","341.4002788820686","7.235288708671867","0.6791551290658049","293.200849333134","48.834227885128314","0.059988976779550285","4.913883436766403","39.05391132497327","0.5077707587097524","293.14086035635444","293.8800044621998","341.4002788820686","7.235288708671867","0.6791551290658049","293.200849333134","48.834227885128314","0.059988976779550285","4.913883436766403","39.05391132497327"
"0.003","294.2115065480232","321.6518942120399","7.235288708671867","0.9521004870908314","293.25940606093235","68.22919945538985","0.12958989288296152","6.888721903769277","39.05391132497327","0.5077707587097524","293.1298161680494","294.2115065480232","321.6518942120399","7.235288708671867","0.9521004870908314","293.25940606093235","68.22919945538985","0.12958989288296152","6.888721903769277","39.05391132497327"
"0.004","294.5243956434891","304.5678569253259","7.235288708671867","1.1882215041587187","293.33617413933035","84.84700844750563","0.22140855053527275","8.59712563244068","39.05391132497327","0.5077707587097524","293.1147655887951","294.5243956434891","304.5678569253259","7.235288708671867","1.1882215041587187","293.33617413933035","84.84700844750563","0.22140855053527275","8.59712563244068","39.05391132497327"
"0.005","294.82129008134706","289.7612355368661","7.235288708671867","1.3928660178007704","293.4284240635463","99.0896144663813","0.3324853228601228","10.07778777128666","39.05391132497327","0.5077707587097524","293.09593874068617","294.82129008134706","289.7612355368661","7.235288708671867","1.3928660178007704","293.4284240635463","99.0896144663813","0.3324853228601228","10.07778777128666","39.05391132497327"
"0.006","295.10447205489226","276.8946684503309","7.235288708671867","1.5706967527528377","293.5337753021394","111.30755906483103","0.4602245589148879","11.364444479940174","39.05391132497327","0.5077707587097524","293.07355074322453","295.10447205489226","276.8946684503309","7.235288708671867","1.5706967527528377","293.5337753021394","111.30755906483103","0.4602245589148879","11.364444479940174","39.05391132497327"
"0.007","295.3757669704076","265.69819952093684","7.235288708671867","1.7254448129922935","293.6503221574153","121.78143425287999","0.6025316392165223","12.48409137287958","39.05391132497327","0.5077707587097524","293.0477905181988","295.3757669704076","265.69819952093684","7.235288708671867","1.7254448129922935","293.6503221574153","121.78143425287999","0.6025316392165223","12.48409137287958","39.05391132497327"
"0.008","295.6366638726844","255.95152047936793","7.235288708671867","1.8601551118347857","293.7765087608496","130.7403029358244","0.7576824321897675","13.458759277036478","39.05391132497327","0.5077707587097524","293.0188263286598","295.6366638726844","255.95152047936793","7.235288708671867","1.8601551118347857","293.7765087608496","130.7403029358244","0.7576824321897675","13.458759277036478","39.05391132497327"
"0.009","295.88850135116184","247.45653916836739","7.235288708671867","1.9775655104111252","293.9109358407507","138.39016816542738","0.924118972085239","14.30825740813653","39.05391132497327","0.5077707587097524","292.98681686866547","295.88850135116184","247.45653916836739","7.235288708671867","1.9775655104111252","293.9109358407507","138.39016816542738","0.924118972085239","14.30825740813653","39.05391132497327"
"0.01","296.13243112509576","240.0427483515857","7.235288708671867","2.080032614562697","294.05239851053307","144.9084032056544","1.1004890684709494","15.049636489814702","39.05391132497327","0.5077707587097524","292.9519094420621","296.13243112509576","240.0427483515857","7.235288708671867","2.080032614562697","294.05239851053307","144.9084032056544","1.1004890684709494","15.049636489814702","39.05391132497327"
