"time","heatCapacitor.T","der(heatCapacitor.T)","convection.Gc","convection.dT","pipe.T","der(pipe.T)","pipe.dT","pipe.Q_flow","prescribedHeatFlow.Q_flow","pump.V_flow","openTank.T_port","heatCapacitor1.T","der(heatCapacitor1.T)","convection1.Gc","convection1.dT","pipe1.T","der(pipe1.T)","pipe1.dT","pipe1.Q_flow","prescribedHeatFlow1.Q_flow"
"0.0","293.15","468.4033459196816","4.2179349990556485","0.0","293.15","0.0","0.0","0.0","46.840334591968166","7.662803487711405","293.15","293.15","468.4033459196816","4.2179349990556485","0.0","293.15","0.0","0.0","0.0","46.840334591968166"
"0.001","293.6088434005888","449.4376522265834","4.2179349990556485","0.4496440485058315","293.15919935208296","18.07395884851303","0.011637187956239359","1.8965693693098225","46.840334591968166","7.662803487711405","293.1475621641267","293.6088434005888","449.4376522265834","4.2179349990556485","0.4496440485058315","293.15919935208296","18.07395884851303","0.011637187956239359","1.8965693693098225","46.840334591968166"
"0.002","294.0495307676619","431.92998117661745","4.2179349990556485","0.8647208824040717","293.18480988525783","33.16974462090457","0.04311242128886761","3.647336474306418","46.840334591968166","7.662803487711405","293.14169746396897","294.0495307676619","431.92998117661745","4.2179349990556485","0.8647208824040717","293.18480988525783","33.16974462090457","0.04311242128886761","3.647336474306418","46.840334591968166"
"0.003","294.4733451626072","415.71949389130236","4.2179349990556485","1.2490437154715437","293.22430144713564","45.77569736934947","0.09015179196632062","5.268385202837929","46.840334591968166","7.662803487711405","293.1341496551693","294.4733451626072","415.71949389130236","4.2179349990556485","1.2490437154715437","293.22430144713564","45.77569736934947","0.09015179196632062","5.268385202837929","46.840334591968166"
"0.004","294.8814456910233","400.6665854152218","4.2179349990556485","1.605922341610892","293.2755233494124","56.300772169483935","0.14924026635048904","6.7736760504459825","46.840334591968166","7.662803487711405","293.12628308306194","294.8814456910233","400.6665854152218","4.2179349990556485","1.605922341610892","293.2755233494124","56.300772169483935","0.14924026635048904","6.7736760504459825","46.840334591968166"
"0.005","295.27496858839777","386.6389066944446","4.2179349990556485","1.938494529753143","293.3364740586446","65.12079270115464","0.2172004874034883","8.176443922523703","46.840334591968166","7.662803487711405","293.11927357124114","295.27496858839777","386.6389066944446","4.2179349990556485","1.938494529753143","293.3364740586446","65.12079270115464","0.2172004874034883","8.176443922523703","46.840334591968166"
"0.006","295.65492042196973","373.52648773847903","4.2179349990556485","2.24936747964216","293.4055529423276","72.52853168556612","0.2916468696016068","9.48768581812026","46.840334591968166","7.662803487711405","293.11390607272597","295.65492042196973","373.52648773847903","4.2179349990556485","2.24936747964216","293.4055529423276","72.52853168556612","0.2916468696016068","9.48768581812026","46.840334591968166"
"0.007","296.02213468997127","361.2422675535139","4.2179349990556485","2.5406052580269716","293.4815294319443","78.74560144643056","0.3708235108117037","10.71610783661677","46.840334591968166","7.662803487711405","293.1107059211326","296.02213468997127","361.2422675535139","4.2179349990556485","2.5406052580269716","293.4815294319443","78.74560144643056","0.3708235108117037","10.71610783661677","46.840334591968166"
"0.008","296.377438492191","349.7017146192341","4.2179349990556485","2.814211962181105","293.5632265300099","83.98168393860487","0.45309719109354774","11.870163130044753","46.840334591968166","7.662803487711405","293.11012933891635","296.377438492191","349.7017146192341","4.2179349990556485","2.814211962181105","293.5632265300099","83.98168393860487","0.45309719109354774","11.870163130044753","46.840334591968166"
"0.009","296.7215652703018","338.8336564710414","4.2179349990556485","3.0718749690938694","293.64969030120795","88.40287626653662","0.5372291387625978","12.95696894486402","46.840334591968166","7.662803487711405","293.11246116244536","296.7215652703018","338.8336564710414","4.2179349990556485","3.0718749690938694","293.64969030120795","88.40287626653662","0.5372291387625978","12.95696894486402","46.840334591968166"
"0.01","297.05513496213894","328.58182941317267","4.2179349990556485","3.314928194431957","293.740206767707","92.12998816518848","0.622377024515913","13.982151650650898","46.840334591968166","7.662803487711405","293.11782974319107","297.05513496213894","328.58182941317267","4.2179349990556485","3.314928194431957","293.740206767707","92.12998816518848","0.622377024515913","13.982151650650898","46.840334591968166"
"0.011","297.37875133711503","318.8930551817356","4.2179349990556485","3.5446324035676184","293.8341189335474","95.27257208505944","0.7078051621689951","14.951029073794604","46.840334591968166","7.662803487711405","293.1263137713784","297.37875133711503","318.8930551817356","4.2179349990556485","3.5446324035676184","293.8341189335474","95.27257208505944","0.7078051621689951","14.951029073794604","46.840334591968166"
"0.012","297.69297658567353","309.7189111675421","4.2179349990556485","3.762135613461737","293.9308409722118","97.92757280271871","0.792880334812935","15.868443475213954","46.840334591968166","7.662803487711405","293.13796063739886","297.69297658567353","309.7189111675421","4.2179349990556485","3.762135613461737","293.9308409722118","97.92757280271871","0.792880334812935","15.868443475213954","46.840334591968166"
"0.013","297.9983029720191","301.0198810837478","4.2179349990556485","3.9683746874574695","294.0299282845616","100.166069603506","0.8771906436100494","16.738346483593382","46.840334591968166","7.662803487711405","293.15273764095156","297.9983029720191","301.0198810837478","4.2179349990556485","3.9683746874574695","294.0299282845616","100.166069603506","0.8771906436100494","16.738346483593382","46.840334591968166"
"0.014","298.2951677789711","292.76307991413347","4.2179349990556485","4.164129272852051","294.13103850611907","102.04117587789824","0.96047210718217","17.564026600554815","46.840334591968166","7.662803487711405","293.1705663989369","298.2951677789711","292.76307991413347","4.2179349990556485","4.164129272852051","294.13103850611907","102.04117587789824","0.96047210718217","17.564026600554815","46.840334591968166"
