"time","heatCapacitor.T","der(heatCapacitor.T)","convection.Gc","convection.dT","pipe.T","der(pipe.T)","pipe.dT","pipe.Q_flow","prescribedHeatFlow.Q_flow","pump.V_flow","openTank.T_port","heatCapacitor1.T","der(heatCapacitor1.T)","convection1.Gc","convection1.dT","pipe1.T","der(pipe1.T)","pipe1.dT","pipe1.Q_flow","prescribedHeatFlow1.Q_flow"
"0.0","293.15","15.616291196003994","6.920118237342942","0.0","293.15","0.0","0.0","0.0","1.5616291196003995","2.312384885145798","293.15","293.15","15.616291196003994","6.920118237342942","0.0","293.15","0.0","0.0","0.0","1.5616291196003995"
"0.001","293.1651023754369","14.600742139628492","6.920118237342942","0.01467531365136665","293.15042706178554","0.8003607178341099","0.009305904908956109","0.10155490563755021","1.5616291196003995","2.312384885145798","293.1411211568766","293.1651023754369","14.600742139628492","6.920118237342942","0.01467531365136665","293.15042706178554","0.8003607178341099","0.009305904908956109","0.10155490563755021","1.5616291196003995"
"0.002","293.17924759326917","13.688076946466776","6.920118237342942","0.02786389167647485","293.1513837015927","1.117504180249398","0.03505947796560349","0.19282142495372182","1.5616291196003995","2.312384885145798","293.1163242236271","293.17924759326917","13.688076946466776","6.920118237342942","0.02786389167647485","293.1513837015927","1.117504180249398","0.03505947796560349","0.19282142495372182","1.5616291196003995"
"0.003","293.19251380862056","12.845193822904127","6.920118237342942","0.040044075520938804","293.1524697330996","1.0489710188153367","0.07447403610643732","0.2771097373099867","1.5616291196003995","2.312384885145798","293.0779956969932","293.19251380862056","12.845193822904127","6.920118237342942","0.040044075520938804","293.1524697330996","1.0489710188153367","0.07447403610643732","0.2771097373099867","1.5616291196003995"
"0.004","293.20495361575047","12.046059368767327","6.920118237342942","0.05159206396172067","293.15336155178875","0.6762864673532931","0.1251498130122286","0.3570231827236668","1.5616291196003995","2.312384885145798","293.0282117387765","293.20495361575047","12.046059368767327","6.920118237342942","0.05159206396172067","293.15336155178875","0.6762864673532931","0.1251498130122286","0.3570231827236668","1.5616291196003995"
"0.005","293.2166047408139","11.268286459780914","6.920118237342942","0.06283136482784357","293.1537733759861","0.0737984834722738","0.18483974187029162","0.43480047362230817","1.5616291196003995","2.312384885145798","292.9689336341158","293.2166047408139","11.268286459780914","6.920118237342942","0.06283136482784357","293.1537733759861","0.0737984834722738","0.18483974187029162","0.43480047362230817","1.5616291196003995"
"0.006","293.2274789164019","10.497048383889958","6.920118237342942","0.07397623330319902","293.1535026830987","-0.7016033052036619","0.2517247952409889","0.5119242812114039","1.5616291196003995","2.312384885145798","292.9017778878577","293.2274789164019","10.497048383889958","6.920118237342942","0.07397623330319902","293.1535026830987","-0.7016033052036619","0.2517247952409889","0.5119242812114039","1.5616291196003995"
"0.007","293.23757731142894","9.722520374904274","6.920118237342942","0.0851686433520058","293.15240866807693","-1.6077379555940752","0.32440571744274393","0.5893770821099721","1.5616291196003995","2.312384885145798","292.8280029506342","293.23757731142894","9.722520374904274","6.920118237342942","0.0851686433520058","293.15240866807693","-1.6077379555940752","0.32440571744274393","0.5893770821099721","1.5616291196003995"
"0.008","293.2468971305322","8.935800477157786","6.920118237342942","0.09653723375413392","293.15035989677807","-2.6040739382085576","0.4015146750307963","0.6680490718846208","1.5616291196003995","2.312384885145798","292.7488452217473","293.2468971305322","8.935800477157786","6.920118237342942","0.09653723375413392","293.15035989677807","-2.6040739382085576","0.4015146750307963","0.6680490718846208","1.5616291196003995"
"0.009","293.2554241854297","8.132181655455252","6.920118237342942","0.10815002408719465","293.1472741613425","-3.6610504145915","0.48197685544192836","0.7484109540548742","1.5616291196003995","2.312384885145798","292.6652973059006","293.2554241854297","8.132181655455252","6.920118237342942","0.10815002408719465","293.1472741613425","-3.6610504145915","0.48197685544192836","0.7484109540548742","1.5616291196003995"
