"time","heatCapacitor.T","der(heatCapacitor.T)","convection.Gc","convection.dT","pipe.T","der(pipe.T)","pipe.dT","pipe.Q_flow","prescribedHeatFlow.Q_flow","pump.V_flow","openTank.T_port","heatCapacitor1.T","der(heatCapacitor1.T)","convection1.Gc","convection1.dT","pipe1.T","der(pipe1.T)","pipe1.dT","pipe1.Q_flow","prescribedHeatFlow1.Q_flow"
"0.0","293.15","208.05574166076684","2.713983868122043","0.0","293.15","0.0","0.0","0.0","20.805574166076685","4.323271295630539","293.15","293.15","208.05574166076684","2.713983868122043","0.0","293.15","0.0","0.0","0.0","20.805574166076685"
"0.001","293.3552918899774","202.55706119138515","2.713983868122043","0.2026054957057113","293.1526863942717","5.306362097553574","0.004448445602349693","0.5498680469381703","20.805574166076685","4.323271295630539","293.14823794866936","293.3552918899774","202.55706119138515","2.713983868122043","0.2026054957057113","293.1526863942717","5.306362097553574","0.004448445602349693","0.5498680469381703","20.805574166076685"
"0.002","293.5552795569244","197.33441769498586","2.713983868122043","0.39504007712469047","293.1602394797997","9.988830061101908","0.016943047396068778","1.0721323965780976","20.805574166076685","4.323271295630539","293.14329643240364","293.5552795569244","197.33441769498586","2.713983868122043","0.39504007712469047","293.1602394797997","9.988830061101908","0.016943047396068778","1.0721323965780976","20.805574166076685"
"0.003","293.75019256244565","192.3677163900829","2.713983868122043","0.5780441606507907","293.17214840179486","14.104529030460071","0.03662726976727981","1.5688025270683925","20.805574166076685","4.323271295630539","293.1355211320276","293.75019256244565","192.3677163900829","2.713983868122043","0.5780441606507907","293.17214840179486","14.104529030460071","0.03662726976727981","1.5688025270683925","20.805574166076685"
"0.004","293.9402582402166","187.63732936861618","2.713983868122043","0.7523409601649291","293.1879172800517","17.70892924108921","0.0626720570092516","2.0418412292150663","20.805574166076685","4.323271295630539","293.12524522304244","293.9402582402166","187.63732936861618","2.713983868122043","0.7523409601649291","293.1879172800517","17.70892924108921","0.0626720570092516","2.0418412292150663","20.805574166076685"
"0.005","294.12569947682084","183.1242983174939","2.713983868122043","0.9186290175160252","293.2070704593048","20.855261264000546","0.09428467011525754","2.493144334327294","20.805574166076685","4.323271295630539","293.11278578918956","294.12569947682084","183.1242983174939","2.713983868122043","0.9186290175160252","293.2070704593048","20.855261264000546","0.09428467011525754","2.493144334327294","20.805574166076685"
"0.006","294.30669582362066","178.8137196350001","2.713983868122043","1.0774574738353522","293.2292383497853","23.584919664663175","0.1308523563353674","2.924202202576674","20.805574166076685","4.323271295630539","293.09838599344994","294.30669582362066","178.8137196350001","2.713983868122043","1.0774574738353522","293.2292383497853","23.584919664663175","0.1308523563353674","2.924202202576674","20.805574166076685"
"0.007","294.4834408724283","174.68960862638548","2.713983868122043","1.2294153044273344","293.25402556800094","25.942196168170994","0.17172035615050163","3.336613303438136","20.805574166076685","4.323271295630539","293.08230521185044","294.4834408724283","174.68960862638548","2.713983868122043","1.2294153044273344","293.25402556800094","25.942196168170994","0.17172035615050163","3.336613303438136","20.805574166076685"
"0.008","294.65611916644747","170.737061310835","2.713983868122043","1.3750516643916058","293.28106750205586","27.967973275221993","0.21628776996158194","3.7318680349931834","20.805574166076685","4.323271295630539","293.0647797320943","294.65611916644747","170.737061310835","2.713983868122043","1.3750516643916058","293.28106750205586","27.967973275221993","0.21628776996158194","3.7318680349931834","20.805574166076685"
"0.009","294.8249190110798","166.94076448795377","2.713983868122043","1.5149307870154303","293.3099882240644","29.704390040701583","0.2639340987840342","4.111497717281308","20.805574166076685","4.323271295630539","293.04605412528036","294.8249190110798","166.94076448795377","2.713983868122043","1.5149307870154303","293.3099882240644","29.704390040701583","0.2639340987840342","4.111497717281308","20.805574166076685"
