"time","heatCapacitor.T","der(heatCapacitor.T)","convection.Gc","convection.dT","pipe.T","der(pipe.T)","pipe.dT","pipe.Q_flow","prescribedHeatFlow.Q_flow","pump.V_flow","openTank.T_port","heatCapacitor1.T","der(heatCapacitor1.T)","convection1.Gc","convection1.dT","pipe1.T","der(pipe1.T)","pipe1.dT","pipe1.Q_flow","prescribedHeatFlow1.Q_flow"
"0.0","293.15","396.0446659358278","1.8768650210441284","0.0","293.15","0.0","0.0","0.0","39.604466593582785","1.9580251010184813","293.15","293.15","396.0446659358278","1.8768650210441284","0.0","293.15","0.0","0.0","0.0","39.604466593582785"
"0.001","293.5423828928995","388.74811108172287","1.8768650210441284","0.3887628983594027","293.1536199945401","7.192638592850926","0.005307197604338398","0.7296554854104967","39.604466593582785","1.9580251010184813","293.1483127969358","293.5423828928995","388.74811108172287","1.8768650210441284","0.3887628983594027","293.1536199945401","7.192638592850926","0.005307197604338398","0.7296554854104967","39.604466593582785"
"0.002","293.9276539667289","381.7139747547348","1.8768650210441284","0.7635440492742873","293.1641099174546","13.926901764698414","0.020622279876988614","1.4330691181093043","39.604466593582785","1.9580251010184813","293.1434876375776","293.9276539667289","381.7139747547348","1.8768650210441284","0.7635440492742873","293.1641099174546","13.926901764698414","0.020622279876988614","1.4330691181093043","39.604466593582785"
"0.003","294.3060366889397","374.93078553166504","1.8768650210441284","1.1249546540335018","293.1810820349062","20.226673151844352","0.04531133190567971","2.1113880404162786","39.604466593582785","1.9580251010184813","293.1357707030005","294.3060366889397","374.93078553166504","1.8768650210441284","1.1249546540335018","293.1810820349062","20.226673151844352","0.04531133190567971","2.1113880404162786","39.604466593582785"
"0.004","294.6777587318545","368.3869191131768","1.8768650210441284","1.4736140592179936","293.2041446726365","26.11608104392758","0.07873575154491164","2.765774682265103","39.604466593582785","1.9580251010184813","293.1254089210916","294.6777587318545","368.3869191131768","1.8768650210441284","1.4736140592179936","293.2041446726365","26.11608104392758","0.07873575154491164","2.765774682265103","39.604466593582785"
"0.005","295.04304985236485","362.07071158380387","1.8768650210441284","1.810143722169414","293.23290613019543","31.619257649346082","0.12025875978065415","3.3973954352023945","39.604466593582785","1.9580251010184813","293.1126473704148","295.04304985236485","362.07071158380387","1.8768650210441284","1.810143722169414","293.23290613019543","31.619257649346082","0.12025875978065415","3.3973954352023945","39.604466593582785"
"0.006","295.4021032799219","355.97244219949505","1.8768650210441284","2.135061567402431","293.2670417125195","36.756210936206344","0.16935496886128476","4.007222373633274","39.604466593582785","1.9580251010184813","293.0976867436582","295.4021032799219","355.97244219949505","1.8768650210441284","2.135061567402431","293.2670417125195","36.756210936206344","0.16935496886128476","4.007222373633274","39.604466593582785"
"0.007","295.75512919969503","350.08155698007135","1.8768650210441284","2.448929914533039","293.306199285162","41.54864062824004","0.22545514484062323","4.596310895575648","39.604466593582785","1.9580251010184813","293.08074414032137","295.75512919969503","350.08155698007135","1.8768650210441284","2.448929914533039","293.306199285162","41.54864062824004","0.22545514484062323","4.596310895575648","39.604466593582785"
"0.008","296.10233489115524","344.387732047182","1.8768650210441284","2.752298823274373","293.35003606788086","46.01767500149549","0.2880074869427176","5.165693388864586","39.604466593582785","1.9580251010184813","293.06202858093815","296.10233489115524","344.387732047182","1.8768650210441284","2.752298823274373","293.35003606788086","46.01767500149549","0.2880074869427176","5.165693388864586","39.604466593582785"
"0.009","296.44392966592466","338.88051674120084","1.8768650210441284","3.045725108288593","293.39820455763606","50.184731920682","0.35645187951445223","5.716414919462701","39.604466593582785","1.9580251010184813","293.0417526781216","296.44392966592466","338.88051674120084","1.8768650210441284","3.045725108288593","293.39820455763606","50.184731920682","0.35645187951445223","5.716414919462701","39.604466593582785"
"0.01","296.78010145296724","333.55074499016513","1.8768650210441284","3.3296971409748153","293.45040431199243","54.06834242066452","0.43031003640430754","6.249392094566271","39.604466593582785","1.9580251010184813","293.0200942755881","296.78010145296724","333.55074499016513","1.8768650210441284","3.3296971409748153","293.45040431199243","54.06834242066452","0.43031003640430754","6.249392094566271","39.604466593582785"
"0.011","297.1110452184211","328.38883948533095","1.8768650210441284","3.604725203566261","293.50632001485485","57.687950461873925","0.5090780492772069","6.76558264504969","39.604466593582785","1.9580251010184813","292.99724196557764","297.1110452184211","328.38883948533095","1.8768650210441284","3.604725203566261","293.50632001485485","57.687950461873925","0.5090780492772069","6.76558264504969","39.604466593582785"
"0.012","297.4369207141567","323.38717477081195","1.8768650210441284","3.8712155829189783","293.56570513123773","61.05877646873182","0.5923680289006938","7.265749116501586","39.604466593582785","1.9580251010184813","292.97333710233704","297.4369207141567","323.38717477081195","1.8768650210441284","3.8712155829189783","293.56570513123773","61.05877646873182","0.5923680289006938","7.265749116501586","39.604466593582785"
"0.013","297.75789056436014","318.5379795305109","1.8768650210441284","4.129582337370152","293.62830822699","64.1963421917103","0.6797841461114444","7.750668640531692","39.604466593582785","1.9580251010184813","292.94852408087854","297.75789056436014","318.5379795305109","1.8768650210441284","4.129582337370152","293.62830822699","64.1963421917103","0.6797841461114444","7.750668640531692","39.604466593582785"
"0.014","298.0740980271745","313.8345223217607","1.8768650210441284","4.380184120450622","293.6939139067239","67.11395888548736","0.770990357617336","8.221014361406713","39.604466593582785","1.9580251010184813","292.92292354910654","298.0740980271745","313.8345223217607","1.8768650210441284","4.380184120450622","293.6939139067239","67.11395888548736","0.770990357617336","8.221014361406713","39.604466593582785"
