"time","capacitor.C","capacitor.v","resistor.R","resistor.i"
"0.0","0.01924401981729938","10.0","744.6725099884554","0.013428721841974573"
"0.001","0.01924401981729938","9.999302211625347","744.6725099884554","0.013427784801375795"
"0.002","0.01924401981729938","9.998604471940496","744.6725099884554","0.013426847826161197"
"0.003","0.01924401981729938","9.997906780940474","744.6725099884554","0.013425910916324103"
"0.004","0.01924401981729938","9.9972091386249","744.6725099884554","0.013424974071864"
"0.005","0.01924401981729938","9.996511544980978","744.6725099884554","0.013424037292763704"
"0.006","0.01924401981729938","9.99581400001106","744.6725099884554","0.013423100579026376"
"0.007","0.01924401981729938","9.995116503716039","744.6725099884554","0.01342216393065321"
"0.008","0.01924401981729938","9.99441905609592","744.6725099884554","0.013421227347644218"
"0.009","0.01924401981729938","9.993721657112316","744.6725099884554","0.013420290829947848"
"0.01","0.01924401981729938","9.993024306777048","744.6725099884554","0.013419354377579977"
"0.011","0.01924401981729938","9.992327005097335","744.6725099884554","0.013418417990550296"
"0.012","0.01924401981729938","9.991629752073173","744.6725099884554","0.013417481668858802"
"0.013","0.01924401981729938","9.990932547704567","744.6725099884554","0.013416545412505499"
"0.014","0.01924401981729938","9.990235391991511","744.6725099884554","0.013415609221490382"
"0.015","0.01924401981729938","9.98953828493401","744.6725099884554","0.013414673095813456"
"0.016","0.01924401981729938","9.988841226532061","744.6725099884554","0.013413737035474717"
"0.017","0.01924401981729938","9.988144216680586","744.6725099884554","0.01341280104033306"
"0.018","0.01924401981729938","9.987447255388172","744.6725099884554","0.013411865110400016"
"0.019","0.01924401981729938","9.986750342712645","744.6725099884554","0.013410929245753234"
"0.02","0.01924401981729938","9.986053478654002","744.6725099884554","0.013409993446392716"
"0.021","0.01924401981729938","9.985356663212245","744.6725099884554","0.013409057712318463"
"0.022","0.01924401981729938","9.984659896387374","744.6725099884554","0.01340812204353047"
"0.023","0.01924401981729938","9.98396317817939","744.6725099884554","0.013407186440028746"
"0.024","0.01924401981729938","9.983266508588292","744.6725099884554","0.013406250901813284"
