"time","capacitor.C","capacitor.IC","capacitor.v","inductor.L","inductor.i","resistor.R","resistor.v","resistor.LossPower"
"0.0","0.13858055438932715","10.0","10.0","0.30613704998319585","0.0","0.0457176167488438","-0.0","0.0"
"0.001","0.13858055438932715","10.0","9.999882151735095","0.30613704998319585","0.032662509476849226","0.0457176167488438","-0.0014932520903180716","4.877336055133893e-05"
"0.002","0.13858055438932715","10.0","9.999528641776585","0.30613704998319585","0.06531918031302868","0.0457176167488438","-0.0029862372518996683","0.00019505856951431767"
"0.003","0.13858055438932715","10.0","9.998939511029473","0.30613704998319585","0.09796933149806238","0.0457176167488438","-0.004478924350568847","0.00043879722445562314"
"0.004","0.13858055438932715","10.0","9.99811480309106","0.30613704998319585","0.13061230377120517","0.0457176167488438","-0.005971283246495524","0.0007799230612951816"
"0.005","0.13858055438932715","10.0","9.997054573105082","0.30613704998319585","0.1632473229362598","0.0457176167488438","-0.007463278545274663","0.001218360242843712"
"0.006","0.13858055438932715","10.0","9.995758877864937","0.30613704998319585","0.19587366623759098","0.0457176167488438","-0.00895487720424113","0.0017540246287021388"
"0.007","0.13858055438932715","10.0","9.994227787234532","0.30613704998319585","0.22849055483286496","0.0457176167488438","-0.0104460436165796","0.00238682230176058"
"0.008","0.13858055438932715","10.0","9.992461357964675","0.30613704998319585","0.2610973402345905","0.0457176167488438","-0.011936748134987485","0.003116653189095441"
"0.009","0.13858055438932715","10.0","9.990459674175296","0.30613704998319585","0.2936931806672734","0.0457176167488438","-0.013426952275495348","0.003943404320457913"
"0.01","0.13858055438932715","10.0","9.988222806797232","0.30613704998319585","0.32627731612724564","0.0457176167488438","-0.01491662129254677","0.004866955161018685"
"0.011","0.13858055438932715","10.0","9.985750846533177","0.30613704998319585","0.35884894758663544","0.0457176167488438","-0.016405718656491736","0.00588717487428449"
"0.012","0.13858055438932715","10.0","9.983043893606474","0.30613704998319585","0.3914072506459422","0.0457176167488438","-0.01789420667774983","0.00700392223822832"
"0.013","0.13858055438932715","10.0","9.980102040307395","0.30613704998319585","0.4239514576531791","0.0457176167488438","-0.019382050261101725","0.008217048460501256"
"0.014","0.13858055438932715","10.0","9.976925445564687","0.30613704998319585","0.4564808385319396","0.0457176167488438","-0.020869216029194067","0.009526397232510702"
"0.015","0.13858055438932715","10.0","9.973514201786603","0.30613704998319585","0.4889946028960442","0.0457176167488438","-0.022355667847454415","0.010931800921541834"
"0.016","0.13858055438932715","10.0","9.96986842114859","0.30613704998319585","0.52149197828093","0.0457176167488438","-0.023841370400643932","0.012433083415160213"
"0.017","0.13858055438932715","10.0","9.96598821582609","0.30613704998319585","0.5539721922220338","0.0457176167488438","-0.02532628837352377","0.014030059491128368"
"0.018","0.13858055438932715","10.0","9.961873726732819","0.30613704998319585","0.5864344943348182","0.0457176167488438","-0.02681038746030123","0.015722536013202303"
"0.019","0.13858055438932715","10.0","9.95752508078457","0.30613704998319585","0.6188781234799512","0.0457176167488438","-0.028293632863500038","0.01751031041299358"
"0.02","0.13858055438932715","10.0","9.952942384854722","0.30613704998319585","0.6513023031192077","0.0457176167488438","-0.029775989081643233","0.019393170266526618"
"0.021","0.13858055438932715","10.0","9.948125758080204","0.30613704998319585","0.6837062661366403","0.0457176167488438","-0.03125742104401793","0.021370894631066343"
"0.022","0.13858055438932715","10.0","9.94307531959796","0.30613704998319585","0.7160892454163013","0.0457176167488438","-0.032737893679911215","0.02344325358176672"
"0.023","0.13858055438932715","10.0","9.93779141113802","0.30613704998319585","0.7484505362121908","0.0457176167488438","-0.03421737477001558","0.02561001249439165"
"0.024","0.13858055438932715","10.0","9.932274063013898","0.30613704998319585","0.7807893465202923","0.0457176167488438","-0.03569582810579492","0.0278709223002243"
"0.025","0.13858055438932715","10.0","9.926523415816623","0.30613704998319585","0.8131049152360328","0.0457176167488438","-0.037173218891362075","0.030225726995711452"
"0.026","0.13858055438932715","10.0","9.92053961212299","0.30613704998319585","0.8453964818112456","0.0457176167488438","-0.03864951235626743","0.03267416176970875"
"0.027","0.13858055438932715","10.0","9.914322868256034","0.30613704998319585","0.8776632955161573","0.0457176167488438","-0.04012467417893492","0.03521595377139609"
"0.028","0.13858055438932715","10.0","9.907873479343056","0.30613704998319585","0.909904616112798","0.0457176167488438","-0.04159867051744875","0.037850822327981974"
"0.029","0.13858055438932715","10.0","9.901191517596542","0.30613704998319585","0.9421196736848707","0.0457176167488438","-0.0430714661730707","0.040578475656102314"
"0.03","0.13858055438932715","10.0","9.894277151633586","0.30613704998319585","0.9743077111511502","0.0457176167488438","-0.0445430265338515","0.043398614229941804"
"0.031","0.13858055438932715","10.0","9.887130550071282","0.30613704998319585","1.0064679714304114","0.0457176167488438","-0.04601331698784182","0.04631092980753765"
"0.032","0.13858055438932715","10.0","9.87975215881862","0.30613704998319585","1.038599729689107","0.0457176167488438","-0.04748230439737936","0.0493151085121341"
"0.033","0.13858055438932715","10.0","9.872142179517299","0.30613704998319585","1.0707022326866114","0.0457176167488438","-0.048949954326097875","0.05241082538686064"
"0.034","0.13858055438932715","10.0","9.864300745057012","0.30613704998319585","1.102774719186778","0.0457176167488438","-0.050416231972094966","0.05559774605548249"
"0.035","0.13858055438932715","10.0","9.856228067269841","0.30613704998319585","1.1348164371340717","0.0457176167488438","-0.051881102953183884","0.0588755284079181"
"0.036","0.13858055438932715","10.0","9.847924357987875","0.30613704998319585","1.1668266344729565","0.0457176167488438","-0.05334453288717788","0.062243821776277714"
"0.037","0.13858055438932715","10.0","9.839389829043194","0.30613704998319585","1.1988045591478982","0.0457176167488438","-0.05480648739189026","0.06570226695627984"
"0.038","0.13858055438932715","10.0","9.830624692267886","0.30613704998319585","1.2307494591033605","0.0457176167488438","-0.056266932085134246","0.0692504962291845"
"0.039","0.13858055438932715","10.0","9.82162915949403","0.30613704998319585","1.2626605822838084","0.0457176167488438","-0.05772583258472311","0.07288813338424412"
"0.04","0.13858055438932715","10.0","9.812403442553716","0.30613704998319585","1.2945371766337066","0.0457176167488438","-0.059183154508470115","0.07661479374167132"
"0.041","0.13858055438932715","10.0","9.802947956831371","0.30613704998319585","1.326378524490123","0.0457176167488438","-0.06063886504653637","0.0804300883471806"
"0.042","0.13858055438932715","10.0","9.793263075212048","0.30613704998319585","1.3581839010093477","0.0457176167488438","-0.06209293106079497","0.084333619333255"
"0.043","0.13858055438932715","10.0","9.783348822717523","0.30613704998319585","1.3899525225720095","0.0457176167488438","-0.06354531672603579","0.08832497328099076"
"0.044","0.13858055438932715","10.0","9.773205430557596","0.30613704998319585","1.4216836403966695","0.0457176167488438","-0.064995987809756","0.09240373256055147"
"0.045","0.13858055438932715","10.0","9.762833129942065","0.30613704998319585","1.4533765057018895","0.0457176167488438","-0.06644491007945279","0.09656947123295134"
"0.046","0.13858055438932715","10.0","9.752232152080728","0.30613704998319585","1.48503036970623","0.0457176167488438","-0.06789204930262324","0.10082175507598819"
"0.047","0.13858055438932715","10.0","9.741402728183381","0.30613704998319585","1.5166444836282527","0.0457176167488438","-0.06933737124676456","0.10516014161068969"
"0.048","0.13858055438932715","10.0","9.730345089459828","0.30613704998319585","1.5482180986865188","0.0457176167488438","-0.0707808416793739","0.10958418012827177"
"0.049","0.13858055438932715","10.0","9.719059597089409","0.30613704998319585","1.5797504880462658","0.0457176167488438","-0.07222242737129814","0.11409341488769421"
"0.05","0.13858055438932715","10.0","9.707547637171043","0.30613704998319585","1.6112410979408038","0.0457176167488438","-0.07366210300564396","0.11868740772344237"
"0.051","0.13858055438932715","10.0","9.695808616545492","0.30613704998319585","1.6426890403856165","0.0457176167488438","-0.07509982798587561","0.12336566436724287"
"0.052","0.13858055438932715","10.0","9.683842813600585","0.30613704998319585","1.6740935745657535","0.0457176167488438","-0.07653556844369908","0.12812770335733406"
"0.053","0.13858055438932715","10.0","9.671650506724154","0.30613704998319585","1.7054539596662666","0.0457176167488438","-0.0779692905108205","0.13297303523404827"
"0.054","0.13858055438932715","10.0","9.659231974304028","0.30613704998319585","1.7367694548722052","0.0457176167488438","-0.07940096031894585","0.1379011625694652"
"0.055","0.13858055438932715","10.0","9.646587494728037","0.30613704998319585","1.7680393193686217","0.0457176167488438","-0.08083054399978129","0.14291157999756873"
"0.056","0.13858055438932715","10.0","9.633717346384012","0.30613704998319585","1.7992628123405656","0.0457176167488438","-0.08225800768503284","0.14800377424490405"
"0.057","0.13858055438932715","10.0","9.620621807659782","0.30613704998319585","1.8304391929730874","0.0457176167488438","-0.08368331750640655","0.15317722416173743"
"0.058","0.13858055438932715","10.0","9.607302053510834","0.30613704998319585","1.8615679016219437","0.0457176167488438","-0.08510644787830139","0.15843143159130685"
"0.059","0.13858055438932715","10.0","9.593758092620035","0.30613704998319585","1.8926481429725206","0.0457176167488438","-0.08652736244082862","0.16376585183994452"
"0.06","0.13858055438932715","10.0","9.579990021350383","0.30613704998319585","1.9236791394278485","0.0457176167488438","-0.08794602564410804","0.16917993492715724"
"0.061","0.13858055438932715","10.0","9.565998162087888","0.30613704998319585","1.954660159063754","0.0457176167488438","-0.08936240402631077","0.17467313086838807"
"0.062","0.13858055438932715","10.0","9.551782837218564","0.30613704998319585","1.9855904699560636","0.0457176167488438","-0.09077646412560797","0.18024488206411568"
"0.063","0.13858055438932715","10.0","9.537344369128425","0.30613704998319585","2.016469340180604","0.0457176167488438","-0.09218817248017079","0.1858946233335457"
"0.064","0.13858055438932715","10.0","9.522683080203485","0.30613704998319585","2.047296037813202","0.0457176167488438","-0.09359749562817041","0.1916217819487918"
"0.065","0.13858055438932715","10.0","9.50779929282976","0.30613704998319585","2.078069830929684","0.0457176167488438","-0.09500440010777793","0.1974257776695461"
"0.066","0.13858055438932715","10.0","9.492693805561425","0.30613704998319585","2.1087900984915797","0.0457176167488438","-0.09640885752659462","0.20330604415896814"
"0.067","0.13858055438932715","10.0","9.477367386749426","0.30613704998319585","2.1394562124269667","0.0457176167488438","-0.09781083917066902","0.20926200750638274"
"0.068","0.13858055438932715","10.0","9.461819871645167","0.30613704998319585","2.170067327372199","0.0457176167488438","-0.09921030639198995","0.21529304443984262"
"0.069","0.13858055438932715","10.0","9.446051627163124","0.30613704998319585","2.2006227217724894","0.0457176167488438","-0.1006072262027922","0.22139854795636907"
"0.07","0.13858055438932715","10.0","9.430063020217784","0.30613704998319585","2.231121674073047","0.0457176167488438","-0.10200156561531036","0.227577903833703"
"0.071","0.13858055438932715","10.0","9.413854417723623","0.30613704998319585","2.261563462719082","0.0457176167488438","-0.10339329164177909","0.23383049066730582"
"0.072","0.13858055438932715","10.0","9.397426186595126","0.30613704998319585","2.291947366155805","0.0457176167488438","-0.10478237129443307","0.24015567990783554"
"0.073","0.13858055438932715","10.0","9.380778693746775","0.30613704998319585","2.322272662828426","0.0457176167488438","-0.10616877158550693","0.2465528358990981"
"0.074","0.13858055438932715","10.0","9.363912394717737","0.30613704998319585","2.3525386546619167","0.0457176167488438","-0.10755246060067411","0.2530213209670887"
"0.075","0.13858055438932715","10.0","9.346828713527895","0.30613704998319585","2.382744900165445","0.0457176167488438","-0.1089334181560259","0.25956054656886063"
"0.076","0.13858055438932715","10.0","9.329527282615004","0.30613704998319585","2.412890483195812","0.0457176167488438","-0.11031160236767866","0.2661698155390524"
"0.077","0.13858055438932715","10.0","9.312008512515701","0.30613704998319585","2.4429746937552514","0.0457176167488438","-0.11168698077622664","0.27284846765825094"
"0.078","0.13858055438932715","10.0","9.29427281376662","0.30613704998319585","2.4729968218459994","0.0457176167488438","-0.11305952092226415","0.27959583592019055"
"0.079","0.13858055438932715","10.0","9.276320596904396","0.30613704998319585","2.50295615747029","0.0457176167488438","-0.11442919034638545","0.2864112465718253"
"0.08","0.13858055438932715","10.0","9.258152272465663","0.30613704998319585","2.5328519906303573","0.0457176167488438","-0.11579595658918479","0.2932940191538631"
"0.081","0.13858055438932715","10.0","9.239768250987055","0.30613704998319585","2.562683611328437","0.0457176167488438","-0.11715978719125647","0.3002434665417603"
"0.082","0.13858055438932715","10.0","9.221168943005207","0.30613704998319585","2.5924503095667637","0.0457176167488438","-0.11852064969319477","0.30725889498717673"
"0.083","0.13858055438932715","10.0","9.202355302939795","0.30613704998319585","2.6221515349406523","0.0457176167488438","-0.11987851893180926","0.3143396424234557"
"0.084","0.13858055438932715","10.0","9.183327663116764","0.30613704998319585","2.6517865545027632","0.0457176167488438","-0.12123336139849433","0.3214849977137016"
"0.085","0.13858055438932715","10.0","9.1640863429534","0.30613704998319585","2.681354631517931","0.0457176167488438","-0.12258514341147407","0.32869424204164577"
"0.086","0.13858055438932715","10.0","9.144631816359217","0.30613704998319585","2.7108550745840696","0.0457176167488438","-0.12393383336149287","0.3359666610806594"
"0.087","0.13858055438932715","10.0","9.124964561538183","0.30613704998319585","2.740287193559222","0.0457176167488438","-0.12527939969690527","0.3433015346062166"
