"time","capacitor.C","capacitor.IC","capacitor.v","inductor.L","inductor.i","resistor.R","resistor.v","resistor.LossPower"
"0.0","0.045580225588996666","10.0","10.0","0.7985124440679146","0.0","0.03362600523232082","-0.0","0.0"
"0.001","0.045580225588996666","10.0","9.999862626700184","0.7985124440679146","0.012522951054864648","0.03362600523232082","-0.0004210968176949762","5.273374837353449e-06"
"0.002","0.045580225588996666","10.0","9.999450523940093","0.7985124440679146","0.025044945037245345","0.03362600523232082","-0.0008421614528655994","2.1091887299505624e-05"
"0.003","0.045580225588996666","10.0","9.998763715195432","0.7985124440679146","0.03756567722001557","0.03362600523232082","-0.0012631836587559185","4.7452349594423125e-05"
"0.004","0.045580225588996666","10.0","9.997802228620985","0.7985124440679146","0.05008485255785844","0.03362600523232082","-0.0016841535141705647","8.435058044203189e-05"
"0.005","0.045580225588996666","10.0","9.996566102639752","0.7985124440679146","0.06260212451824343","0.03362600523232082","-0.002105059366604853","0.00013178118858649167"
"0.006","0.045580225588996666","10.0","9.995055380340023","0.7985124440679146","0.07511716952839043","0.03362600523232082","-0.002525890335598787","0.00018973773254929706"
"0.007","0.045580225588996666","10.0","9.99327011992355","0.7985124440679146","0.08762963880204078","0.03362600523232082","-0.0029466346928638068","0.00025821253381721777"
"0.008","0.045580225588996666","10.0","9.99121036792173","0.7985124440679146","0.10013924194637096","0.03362600523232082","-0.0033672826736493105","0.0003371971343583912"
"0.009","0.045580225588996666","10.0","9.988876198939428","0.7985124440679146","0.11264560189279904","0.03362600523232082","-0.003787821598645189","0.00042668144384193157"
"0.01","0.045580225588996666","10.0","9.986267673516723","0.7985124440679146","0.12514837826021605","0.03362600523232082","-0.00420824002219449","0.0005266544141073761"
"0.011","0.045580225588996666","10.0","9.983384877219313","0.7985124440679146","0.13764721300477725","0.03362600523232082","-0.0046285259047130186","0.0006371036911041622"
"0.012","0.045580225588996666","10.0","9.980227907353035","0.7985124440679146","0.15014173663735336","0.03362600523232082","-0.005048666821757379","0.0007580156043220403"
"0.013","0.045580225588996666","10.0","9.9767968531249","0.7985124440679146","0.16263160512743127","0.03362600523232082","-0.005468651204955738","0.0008893755233440127"
"0.014","0.045580225588996666","10.0","9.973091896081034","0.7985124440679146","0.17511649052308192","0.03362600523232082","-0.005888468026594812","0.0010311678553746614"
"0.015","0.045580225588996666","10.0","9.969113124514168","0.7985124440679146","0.18759603862771618","0.03362600523232082","-0.0063081053764582435","0.0011833755798697648"
"0.016","0.045580225588996666","10.0","9.964860654428172","0.7985124440679146","0.20006990304359273","0.03362600523232082","-0.006727551606573769","0.0013459805976479805"
"0.017","0.045580225588996666","10.0","9.960334601826904","0.7985124440679146","0.21253773737297008","0.03362600523232082","-0.00714679506896912","0.0015189636534269964"
"0.018","0.045580225588996666","10.0","9.95553512283517","0.7985124440679146","0.22499920485633482","0.03362600523232082","-0.007565824439767139","0.001702304483030231"
"0.019","0.045580225588996666","10.0","9.950462354035572","0.7985124440679146","0.23745396403956112","0.03362600523232082","-0.007984628237229603","0.0018959816263123825"
"0.02","0.045580225588996666","10.0","9.94511640402984","0.7985124440679146","0.24990166674669928","0.03362600523232082","-0.008403194753590205","0.002099972374919311"
"0.021","0.045580225588996666","10.0","9.939497398540638","0.7985124440679146","0.26234196891475053","0.03362600523232082","-0.008821512419384748","0.0023142529369073192"
"0.022","0.045580225588996666","10.0","9.933605463290641","0.7985124440679146","0.2747745264807159","0.03362600523232082","-0.00923956966514903","0.002538798379626911"
"0.023","0.045580225588996666","10.0","9.92744102954835","0.7985124440679146","0.2871990212240073","0.03362600523232082","-0.009657355790395889","0.0027735831306136987"
"0.024","0.045580225588996666","10.0","9.921004101111594","0.7985124440679146","0.29961509876948483","0.03362600523232082","-0.010074858878905017","0.003018579838091748"
"0.025","0.045580225588996666","10.0","9.91429483315233","0.7985124440679146","0.3120224175449071","0.03362600523232082","-0.01049206744496644","0.0032737602492226453"
"0.026","0.045580225588996666","10.0","9.907313383568308","0.7985124440679146","0.32442063620857453","0.03362600523232082","-0.010908970010622377","0.0035390949912263714"
"0.027","0.045580225588996666","10.0","9.900060010985749","0.7985124440679146","0.33680941721289914","0.03362600523232082","-0.011325555225495873","0.0038145536551117696"
"0.028","0.045580225588996666","10.0","9.892535081667983","0.7985124440679146","0.349188427064631","0.03362600523232082","-0.01174181187554116","0.004100104819709022"
"0.029","0.045580225588996666","10.0","9.884738657403602","0.7985124440679146","0.36155732080195296","0.03362600523232082","-0.01215772836107037","0.004395715693266521"
"0.03","0.045580225588996666","10.0","9.876670931658264","0.7985124440679146","0.37391575842289204","0.03362600523232082","-0.012573293249175376","0.0047013524811388395"
"0.031","0.045580225588996666","10.0","9.86833209789763","0.7985124440679146","0.3862633999254755","0.03362600523232082","-0.01298849510694807","0.005016980279925164"
"0.032","0.045580225588996666","10.0","9.859722728111118","0.7985124440679146","0.3985999180061504","0.03362600523232082","-0.013403322928477464","0.005342563420301073"
"0.033","0.045580225588996666","10.0","9.8508430608454","0.7985124440679146","0.4109249741752865","0.03362600523232082","-0.013817765331709484","0.005678064862092888"
"0.034","0.045580225588996666","10.0","9.841693240795605","0.7985124440679146","0.4232382267947952","0.03362600523232082","-0.014231810828719972","0.006023446379226406"
"0.035","0.045580225588996666","10.0","9.832273520419019","0.7985124440679146","0.4355393378417089","0.03362600523232082","-0.01464544805314685","0.006378668747462723"
"0.036","0.045580225588996666","10.0","9.822584152172933","0.7985124440679146","0.4478279692930596","0.03362600523232082","-0.015058665638628031","0.006743691653209966"
"0.037","0.045580225588996666","10.0","9.81262538851463","0.7985124440679146","0.4601037831258799","0.03362600523232082","-0.015471452218801442","0.007118473696321832"
"0.038","0.045580225588996666","10.0","9.802397481901401","0.7985124440679146","0.47236644131720185","0.03362600523232082","-0.015883796427304996","0.007502972392972946"
"0.039","0.045580225588996666","10.0","9.791900684790528","0.7985124440679146","0.4846156058440576","0.03362600523232082","-0.016295686897776607","0.007897144178611083"
"0.04","0.045580225588996666","10.0","9.7811352496393","0.7985124440679146","0.49685093868347957","0.03362600523232082","-0.016707112263854195","0.00830094441098623"
"0.041","0.045580225588996666","10.0","9.770101755206621","0.7985124440679146","0.5090721189949193","0.03362600523232082","-0.017118061736951806","0.008714327961515904"
"0.042","0.045580225588996666","10.0","9.758800712123401","0.7985124440679146","0.5212788223503382","0.03362600523232082","-0.017528524407850507","0.00913724856086347"
"0.043","0.045580225588996666","10.0","9.747232073383378","0.7985124440679146","0.5334706949575905","0.03362600523232082","-0.017938488379933764","0.009569657862531927"
"0.044","0.045580225588996666","10.0","9.735396122507002","0.7985124440679146","0.5456474004294357","0.03362600523232082","-0.01834794234184246","0.010011507042055511"
"0.045","0.045580225588996666","10.0","9.723293143014725","0.7985124440679146","0.5578086023786326","0.03362600523232082","-0.018756874982217467","0.010462746218821465"
