"time","capacitor.C","capacitor.IC","capacitor.v","inductor.L","inductor.i","resistor.R","resistor.v","resistor.LossPower"
"0.0","0.2932742342691281","10.0","10.0","0.3300248251246756","0.0","0.0031209717005173604","-0.0","0.0"
"0.001","0.2932742342691281","10.0","9.999948340868643","0.3300248251246756","0.030300542402501972","0.0031209717005173604","-9.456713534853497e-05","2.865435494511427e-06"
"0.002","0.2932742342691281","10.0","9.999793365362889","0.3300248251246756","0.06060040723563587","0.0031209717005173604","-0.00018913215602224702","1.146148567630199e-05"
"0.003","0.2932742342691281","10.0","9.999535078868538","0.3300248251246756","0.09089915522252358","0.0031209717005173604","-0.0002836936910504309","2.578751685844377e-05"
"0.004","0.2932742342691281","10.0","9.99917348483724","0.3300248251246756","0.12119654024805833","0.0031209717005173604","-0.00037825097231480333","4.584270919001826e-05"
"0.005","0.2932742342691281","10.0","9.998708587009205","0.3300248251246756","0.15149238708050086","0.0031209717005173604","-0.00047280345292206497","7.162612370306683e-05"
"0.006","0.2932742342691281","10.0","9.998140395304853","0.3300248251246756","0.18178618070481073","0.0031209717005173604","-0.0005673495255248493","0.00010313630336984888"
"0.007","0.2932742342691281","10.0","9.997468905620675","0.3300248251246756","0.21207814473637562","0.0031209717005173604","-0.0006618898880204531","0.00014037237947114512"
"0.008","0.2932742342691281","10.0","9.996694144720411","0.3300248251246756","0.24236718077058397","0.0031209717005173604","-0.0007564211123191679","0.00018333165246814598"
"0.009","0.2932742342691281","10.0","9.995816101681745","0.3300248251246756","0.2726537370678753","0.0031209717005173604","-0.0008509445974291401","0.0002320132245267738"
"0.01","0.2932742342691281","10.0","9.99483480152242","0.3300248251246756","0.3029370177866009","0.0031209717005173604","-0.0009454578595511058","0.00028641418441531497"
"0.011","0.2932742342691281","10.0","9.99375024780661","0.3300248251246756","0.3332169095465841","0.0031209717005173604","-0.0010399605448287422","0.0003465324387982153"
"0.012","0.2932742342691281","10.0","9.992562445928325","0.3300248251246756","0.3634933362424674","0.0031209717005173604","-0.0011344524157393821","0.00041236589340543463"
"0.013","0.2932742342691281","10.0","9.991271425715718","0.3300248251246756","0.3937655955319887","0.0031209717005173604","-0.001228931280292702","0.0004839108574523451"
"0.014","0.2932742342691281","10.0","9.989877190998389","0.3300248251246756","0.42403359724248324","0.0031209717005173604","-0.0013233968570623665","0.0005611647298795517"
"0.015","0.2932742342691281","10.0","9.988379753891088","0.3300248251246756","0.4542970561164028","0.0031209717005173604","-0.0014178482557676403","0.0006441242886150155"
"0.016","0.2932742342691281","10.0","9.986779126508585","0.3300248251246756","0.4845556868961993","0.0031209717005173604","-0.001512284586127789","0.0007327860964136852"
"0.017","0.2932742342691281","10.0","9.985075337919554","0.3300248251246756","0.514809052759141","0.0031209717005173604","-0.0016067044848314279","0.0008271460138999311"
"0.018","0.2932742342691281","10.0","9.983268401112383","0.3300248251246756","0.5450568606375962","0.0031209717005173604","-0.0017011070372227725","0.0009272000613171668"
"0.019","0.2932742342691281","10.0","9.981358327933942","0.3300248251246756","0.5752988276689034","0.0031209717005173604","-0.0017954913604954614","0.0010329440747826834"
"0.02","0.2932742342691281","10.0","9.979345133611037","0.3300248251246756","0.6055346407743668","0.0031209717005173604","-0.0018898564775397446","0.0011443735632421395"
"0.021","0.2932742342691281","10.0","9.977228838726571","0.3300248251246756","0.6357639743131152","0.0031209717005173604","-0.0019842013720396783","0.0012614837501254818"
"0.022","0.2932742342691281","10.0","9.975009498459093","0.3300248251246756","0.6659864215039066","0.0031209717005173604","-0.0020785247744425192","0.001384269276538188"
"0.023","0.2932742342691281","10.0","9.972687110873396","0.3300248251246756","0.6962017095197056","0.0031209717005173604","-0.002172825833262809","0.0015127250596061465"
"0.024","0.2932742342691281","10.0","9.970261696065183","0.3300248251246756","0.7264095138623298","0.0031209717005173604","-0.0022671035357509045","0.0016468455772803835"
"0.025","0.2932742342691281","10.0","9.967733274130154","0.3300248251246756","0.7566095100335969","0.0031209717005173604","-0.002361356869157162","0.0017866250637874686"
"0.026","0.2932742342691281","10.0","9.965101890247952","0.3300248251246756","0.7868013868493927","0.0031209717005173604","-0.002455584862284767","0.0019320575751720296"
"0.027","0.2932742342691281","10.0","9.962367586707794","0.3300248251246756","0.816984831591425","0.0031209717005173604","-0.002549786539148779","0.0020831369262805477"
"0.028","0.2932742342691281","10.0","9.959530372183329","0.3300248251246756","0.8471595136989052","0.0031209717005173604","-0.002643960868078332","0.002239856603240175"
"0.029","0.2932742342691281","10.0","9.956590272603584","0.3300248251246756","0.8773251117698693","0.0031209717005173604","-0.0027381068459869924","0.0024022098946933825"
"0.03","0.2932742342691281","10.0","9.9535473138976","0.3300248251246756","0.9074813044023541","0.0031209717005173604","-0.0028322234697883276","0.002570189848722473"
