"time","capacitor.C","capacitor.IC","capacitor.v","inductor.L","inductor.i","resistor.R","resistor.v","resistor.LossPower"
"0.0","0.3708725247751463","10.0","10.0","0.5880459491608733","0.0","0.03793415559672131","-0.0","0.0"
"0.001","0.3708725247751463","10.0","9.999977074323974","0.5880459491608733","0.01700490911235433","0.03793415559672131","-0.0006450668681761532","1.0969303464726536e-05"
"0.002","0.3708725247751463","10.0","9.99990829997566","0.5880459491608733","0.03400862392707913","0.03793415559672131","-0.001290088431680199","4.3874132305687206e-05"
"0.003","0.3708725247751463","10.0","9.999793681894223","0.5880459491608733","0.051011035161242335","0.03793415559672131","-0.0019350605449563883","9.870944149790308e-05"
"0.004","0.3708725247751463","10.0","9.999633222933225","0.5880459491608733","0.06801208158948129","0.03793415559672131","-0.002579980885472288","0.00017546987048204342"
"0.005","0.3708725247751463","10.0","9.999426925376927","0.5880459491608733","0.08501171962766257","0.03793415559672131","-0.0032248477999005988","0.0002741498570070342"
"0.006","0.3708725247751463","10.0","9.999174795727756","0.5880459491608733","0.10200982117327399","0.03793415559672131","-0.0038696564287806915","0.0003947429603019284"
"0.007","0.3708725247751463","10.0","9.99887683120255","0.5880459491608733","0.11900644184849965","0.03793415559672131","-0.004514408882093152","0.000537243738107169"
"0.008","0.3708725247751463","10.0","9.998533046773185","0.5880459491608733","0.1360013084714956","0.03793415559672131","-0.005159094796915406","0.0007016436429089801"
"0.009","0.3708725247751463","10.0","9.998143436329615","0.5880459491608733","0.15299453252814985","0.03793415559672131","-0.005803718402370476","0.0008879371838956916"
"0.01","0.3708725247751463","10.0","9.997708011827475","0.5880459491608733","0.1699859161134311","0.03793415559672131","-0.006448272191098112","0.0010961154557525743"
"0.011","0.3708725247751463","10.0","9.997226774970036","0.5880459491608733","0.18697543103265082","0.03793415559672131","-0.0070927550935566104","0.001326170940826777"
"0.012","0.3708725247751463","10.0","9.996699727491757","0.5880459491608733","0.20396305837155074","0.03793415559672131","-0.007737166392249556","0.0015780961204927967"
